"","Trial_no","CorrectAns","SubjResponse","Notes","Backspace","Item_correct","Modality_Correct","Exclude","Experiment_part","RepSwitch","Error_Corrected","Hesitation","RT","Duration","RespModal","KeyResp_keys","key1","key2","key3","key4","key5","key6","key7","key8","key9","key10","key11","key12","key13","key14","key15","baseline","baseline_condition","micRespv1l1.started"
"205",205,"tronco","tronco","",0,"1",1,"0","Second","filler",NA,0,0.985,0.49315,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",9846769427
"206",206,"espejo","espeko","",0,"0",1,"1","Second","filler",NA,0,0.9276813,1.1199864,"type","['e', 's', 'p', 'e', 'k', 'o']",0.9276813,1.1197827,1.312449,1.4404401,1.7444695,2.0476677,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",9892536015
"207",207,"regalo","regalo","",0,"1",1,"0","Second","filler",NA,0,0.872,0.544,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",9938157271
"208",208,"vaso","vaso","",0,"1",1,"0","Second","nontarget",NA,0,0.903175,0.504096,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",9983937242
"209",209,"vaso","vaso","",0,"1",1,"0","Second","repeat",NA,0,0.687223,0.47049,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1003019196
"210",210,"taza","taza","",0,"1",1,"0","Second","filler",NA,0,1.6824965,0.3998978,"type","['t', 'a', 'z', 'a']",1.6824965,1.7465454,1.938392,2.0823943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1007651059
"211",211,"cazador","cazador","tongue",0,"1",1,"0","Second","nontarget",NA,0,1.129,0.571442,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",1012270462
"212",212,"cazador","cazador","tongue",0,"1",1,"0","Second","repeat",NA,0,0.68,0.580807,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1016882198
"213",213,"bano","bal","",1,"0",1,"1","Second","filler",NA,0,1.1532547,1.7760373,"type","['b', 'a', 'l', 'n', 'o', 'backspace', 'backspace']",1.1532547,1.2172537,1.5694351,2.049436,2.2734282,2.7212561,2.929292,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1021556595
"214",214,"espalda","espalda","",0,"1",1,"0","Second","nontarget",NA,0,0.962518,0.613732,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1026126456
"215",215,"espalda","espalda","",1,"0",1,"1","Second","switch",NA,0,1.0388103,1.8880374,"type","['e', 's', 'p', 'a', 'l', 'a', 'backspace', 'd', 'a']",1.0388103,1.231663,1.4234931,1.5994764,1.6954925,1.8554802,2.5754454,2.7515324,2.9268477,NA,NA,NA,NA,NA,NA,0,"None",1030710472
"216",216,"camisa","camisa","",0,"1",1,"0","Second","filler",NA,0,0.8615452,0.8153119,"type","['c', 'a', 'm', 'i', 's', 'a']",0.8615452,1.0695494,1.2135266,1.4206079,1.4845904,1.6768571,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1035384576
"217",217,"puente","puente","",0,"1",1,"0","Second","nontarget",NA,0,1.255764,1.3597703,"type","['p', 'u', 'e', 'n', 't', 'e']",1.255764,1.543476,1.7034728,1.7676207,2.5515323,2.6155343,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",1040142106
"218",218,"puente","puente","",0,"1",1,"0","Second","switch",NA,0,0.832,0.479444,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1044795614
"219",219,"muneca","muneca","",0,"1",1,"0","Second","nontarget",NA,0,0.739614,0.636032,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",1049435223
"220",220,"muneca","muneca","",0,"1",1,"0","Second","switch",NA,0,1.1624251,1.0573436,"type","['m', 'u', 'n', 'e', 'c', 'a']",1.1624251,1.4024905,1.7872365,1.9141983,2.1547689,2.2197687,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1054123194
"221",221,"vaca","vaca","",0,"1",1,"0","Second","filler",NA,0,0.928984,0.47232,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",1058762655
"222",222,"pulpo","pulpo","",0,"1",1,"0","Second","filler",NA,0,1.176,0.447109,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1063450724
"223",223,"fresa","fresa","",0,"1",1,"0","Second","nontarget",NA,0,1.1380256,0.6879396,"type","['f', 'r', 'e', 's', 'a']",1.1380256,1.3139878,1.473863,1.6498973,1.8259652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",1068083271
"224",224,"fresa","f","",1,"0",1,"1","Second","repeat",NA,0,0.8314638,1.663965,"type","['f', 'r', 'e', 'e', 'backspace', 'backspace']",0.8314638,1.0234592,1.0244615,1.2794646,2.3514433,2.4954288,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",107264638
"225",225,"pierna","pierna","",0,"1",1,"0","Second","filler",NA,0,1.341214,0.476763,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1077264193
"226",226,"bombero","bombero","",0,"1",1,"0","Second","filler",NA,0,0.740568,0.689554,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1081890771
"227",227,"traje","traje","",0,"1",1,"0","Second","nontarget",NA,0,1.2324877,0.6710969,"type","['t', 'r', 'a', 'j', 'e']",1.2324877,1.3755718,1.4396557,1.8075365,1.9035846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",1086613641
"228",228,"traje","treje","",0,"0",1,"1","Second","repeat",NA,0,0.9662869,0.7528215,"type","['t', 'r', 'e', 'j', 'e']",0.9662869,1.1266285,1.1426666,1.5911206,1.7191084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1091294823
"229",229,"pavo","pavo","",0,"1",1,"0","Second","nontarget",NA,0,0.9360608,0.7520276,"type","['p', 'a', 'v', 'o']",0.9360608,1.1280901,1.4960882,1.6880884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",1095885691
"230",230,"pavo","pavo","breath after word production",0,"1",1,"0","Second","switch",NA,0,1.064,0.344516,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1100629183
"231",231,"vaso","vaso","",0,"1",1,"0","Second","filler",NA,0,0.978618,0.508274,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1105213252
"232",232,"traje","traje","spoke first, typed then",0,"1",0,"0","Second","filler",NA,0,1.4285946,0.7520561,"type","['t', 'r', 'a', 'j', 'e']",1.4285946,1.588578,1.700575,2.0366324,2.1806507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1110033209
"233",233,"cerdo","cerdo","",0,"1",1,"0","Second","nontarget",NA,0,1.0633322,0.8799689,"type","['c', 'e', 'r', 'd', 'o']",1.0633322,1.2713397,1.4793414,1.6712981,1.9433011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1114638006
"234",234,"cerdo","cerdo","",0,"1",1,"0","Second","repeat",NA,0,0.7520111,0.7378322,"type","['c', 'e', 'r', 'd', 'o']",0.7520111,0.9938345,1.16878,1.3439904,1.4898433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1119333151
"235",235,"cazador","cazador","",0,"1",1,"0","Second","filler",NA,0,1.163445,0.508274,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1124049201
"236",236,"manzana","manzana","",0,"1",1,"0","Second","nontarget",NA,0,1.3223619,1.0876501,"type","['m', 'a', 'n', 'z', 'a', 'n', 'a']",1.3223619,1.4663462,1.6735377,1.9296168,2.1379627,2.2339598,2.410012,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",1128667551
"237",237,"manzana","manzana","",0,"1",1,"0","Second","repeat",NA,0,0.7587221,0.9607817,"type","['m', 'a', 'n', 'z', 'a', 'n', 'a']",0.7587221,0.8395938,0.9835615,1.3195177,1.5274844,1.5915316,1.7195038,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1133390406
"238",238,"cuerda","cuerda","",0,"1",1,"0","Second","nontarget",NA,0,0.9555691,0.8640678,"type","['c', 'u', 'e', 'r', 'd', 'a']",0.9555691,1.1635046,1.2755123,1.4673673,1.6276507,1.8196369,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",113815399
"239",239,"cuerda","cuerda","",0,"1",1,"0","Second","switch",NA,0,0.868371,0.485795,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1142752842
"240",240,"espalda","espalda","",0,"1",1,"0","Second","filler",NA,0,1.291078,0.686135,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",1147440834
"241",241,"granja","granja","",0,"1",1,"0","Second","nontarget",NA,0,1.145,0.561686,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",1152108172
"242",242,"granja","granja","",1,"0",1,"1","Second","switch",NA,0,1.1230571,1.5203941,"type","['f', 'backspace', 'g', 'r', 'a', 'n', 'j', 'a']",1.1230571,1.8272331,1.9872251,2.1784925,2.3708214,2.4671894,2.6265154,2.6434512,NA,NA,NA,NA,NA,NA,NA,0,"None",1156754569
"243",243,"muneca","muneca","",0,"1",1,"0","Second","filler",NA,0,0.9239739,1.50346,"type","['m', 'u', 'n', 'e', 'c', 'a']",0.9239739,1.1959976,1.8035263,1.9794062,2.203446,2.4274339,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",1161449789
"244",244,"falda","falda","",0,"1",1,"0","Second","nontarget",NA,0,1.2974947,0.7995412,"type","['f', 'a', 'l', 'd', 'a']",1.2974947,1.3775235,1.7291636,1.8892254,2.0970359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1166068335
"245",245,"falda","falda","",0,"1",1,"0","Second","switch",NA,0,0.940516,0.588734,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1170714793
"246",246,"caracol","caracol","",0,"1",1,"0","Second","nontarget",NA,0,1.057,0.534794,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",1175430595
"247",247,"caracol","caracol","",0,"1",1,"0","Second","repeat",NA,0,0.993417,0.563791,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1180042385
"248",248,"fresa","fresa","",0,"1",1,"0","Second","filler",NA,0,1.1241,0.7357927,"type","['f', 'r', 'e', 's', 'a']",1.1241,1.3001563,1.4918984,1.6839202,1.8598927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1184737404
"249",249,"pintor","pintor","breath before production",0,"1",1,"0","Second","nontarget",NA,0,1.158024,0.445285,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",1189397694
"250",250,"pintor","pintor","",0,"1",1,"0","Second","repeat",NA,0,0.870813,0.441862,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1194030262
"251",251,"puente","puente","",0,"1",1,"0","Second","filler",NA,0,1.032711,0.7515658,"type","['p', 'u', 'e', 'n', 't', 'e']",1.032711,1.3045006,1.4804948,1.5124968,1.7523139,1.7842768,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1198621191
"252",252,"pavo","pavo","",0,"1",1,"0","Second","filler",NA,0,1.096,0.342699,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1203260808
"253",253,"mano","mano","",0,"1",1,"0","Second","nontarget",NA,0,0.872058,0.441862,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",1207941815
"254",254,"mano","mano","",0,"1",1,"0","Second","switch",NA,0,1.0437518,1.1839583,"type","['m', 'a', 'n', 'o']",1.0437518,1.0917488,2.0356901,2.2277101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",121249812
"255",255,"cerdo","cerdo","",0,"1",1,"0","Second","filler",NA,0,0.9683837,0.6724424,"type","['c', 'e', 'r', 'd', 'o']",0.9683837,1.2101594,1.4004482,1.5444309,1.6408261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1217116651
"256",256,"aguja","aguja","",0,"1",1,"0","Second","nontarget",NA,0,1.1870119,0.8637948,"type","['a', 'g', 'u', 'j', 'a']",1.1870119,1.6351068,1.7951038,1.9707969,2.0508067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",1227666603
"257",257,"aguja","aguja","",0,"1",1,"0","Second","switch",NA,0,0.776,0.592,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1232208836
"258",258,"manzana","manzana","chair sound?",0,"1",1,"0","Second","filler",NA,0,0.724813,0.588187,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1236862402
"259",259,"conejo","conejo","",0,"1",1,"0","Second","nontarget",NA,0,0.849,0.494411,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",1241501787
"260",260,"conejo","conejo","",0,"1",1,"0","Second","switch",NA,0,1.2287085,0.8160345,"type","['c', 'o', 'n', 'e', 'j', 'o']",1.2287085,1.4047046,1.6286998,1.7407044,1.8367055,2.044743,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1246120461
"261",261,"miel","miel","",0,"1",1,"0","Second","nontarget",NA,0,0.9194645,0.3684839,"type","['m', 'i', 'e', 'l']",0.9194645,1.1114208,1.2070141,1.2879484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",1250765938
"262",262,"miel","miel","",0,"1",1,"0","Second","switch",NA,0,1.367316,0.34936,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1255420287
"263",263,"falda","falda","",0,"1",1,"0","Second","filler",NA,0,1.2500841,0.7044718,"type","['f', 'a', 'l', 'd', 'a']",1.2500841,1.3460357,1.5865766,1.7465197,1.9545559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1260067102
"264",264,"goma","goma","tongue",0,"1",1,"0","Second","nontarget",NA,0,1.062156,0.374284,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",1264656771
"265",265,"goma","goma","/ngoma/",0,"1",1,"0","Second","repeat",NA,0,0.62001,0.527123,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1269310931
"266",266,"caracol","caracol","",0,"1",1,"0","Second","filler",NA,0,1.1309167,0.9444037,"type","['c', 'a', 'r', 'a', 'c', 'o', 'l']",1.1309167,1.2109199,1.3872502,1.4352497,1.6432515,1.8992495,2.0753204,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1273978183
"267",267,"iglesia","iglesia","",0,"1",1,"0","Second","nontarget",NA,0,1.715428,0.664086,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",1278583202
"268",268,"iglesia","iglesia","",0,"1",1,"0","Second","repeat",NA,0,0.820479,0.755648,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",128320102
"269",269,"oreja","oreja","",0,"1",1,"0","Second","nontarget",NA,0,1.239623,0.633157,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1287875843
"270",270,"oreja","oreja","",0,"1",1,"0","Second","switch",NA,0,0.8800232,0.5760496,"type","['o', 'r', 'e', 'j', 'a']",0.8800232,1.055582,1.2315802,1.3600605,1.4560728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",129250148
"271",271,"cuerda","cu","",0,"0",1,"1","Second","filler",1,0,1.554144,0.434394,"speak","['c', 'u']",0.9048749,1.1447909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1297036608
"272",272,"granja","granja","",0,"1",1,"0","Second","filler",NA,0,1.1227874,0.9123555,"type","['g', 'r', 'a', 'n', 'j', 'a']",1.1227874,1.3147952,1.3627928,1.7787974,1.9701452,2.0351429,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",1301634811
"273",273,"cartero","cartero","",0,"1",1,"0","Third","nontarget",NA,0,0.9609733,1.1999271,"type","['c', 'a', 'r', 't', 'e', 'r', 'o']",0.9609733,1.0423609,1.3136713,1.6328361,1.8247841,2.0008229,2.1609004,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1306260191
"274",274,"cartero","cartero","",0,"1",1,"0","Third","repeat",NA,0,1.0365243,1.0087134,"type","['c', 'a', 'r', 't', 'e', 'r', 'o']",1.0365243,1.0850723,1.372906,1.6292319,1.8051912,1.9812835,2.0452377,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1310920527
"275",275,"mano","mano","",0,"1",1,"0","Third","filler",NA,0,0.913166,0.422652,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",1315546122
"276",276,"guante","guanyte","",0,"0",1,"1","Third","nontarget",NA,0,1.2285855,0.6079021,"type","['g', 'u', 'a', 'n', 'y', 't', 'e']",1.2285855,1.3885913,1.5166014,1.5806104,1.7726152,1.7886209,1.8364876,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",1320137026
"277",277,"guante","guante","",0,"1",1,"1","Third","repeat",NA,0,0.8596763,1.4405361,"type","['g', 'u', 'a', 'n', 't', 'e']",0.8596763,1.3555285,1.8995284,2.0115338,2.2515204,2.3002124,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1324761835
"278",278,"pintor","pintor","",0,"1",1,"0","Third","filler",NA,0,0.929,0.546652,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1329409033
"279",279,"taza","taza","[/ta:<e8>/ type], spoke first, typed then",0,"1",0,"0","Third","nontarget",NA,0,1.8322316,0.4638787,"type","['t', 'a', 'z', 'a']",1.8322316,1.9282274,2.1365544,2.2961103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1333965175
"280",280,"taza","taza","",0,"1",1,"0","Third","repeat",NA,0,1.0373554,0.783914,"type","['t', 'a', 'z', 'a']",1.0373554,1.0853528,1.6452399,1.8212694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1338584012
"281",281,"aguja","aguja","",0,"1",1,"0","Third","filler",NA,0,1.00026,0.68582,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1343202795
"282",282,"regalo","regalo","",0,"1",1,"0","Third","nontarget",NA,0,1.1833301,1.0233565,"type","['r', 'e', 'g', 'a', 'l', 'o']",1.1833301,1.3273252,1.6149026,1.7438836,2.0312409,2.2066866,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",1347814277
"283",283,"regalo","regalo","tongue, breath after",0,"1",1,"0","Third","switch",NA,0,0.77676,0.655636,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",135250932
"284",284,"bano","bano","tongue",0,"1",1,"0","Third","nontarget",NA,0,0.859117,0.478628,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",1357107084
"285",285,"bano","bano","tongue",0,"1",1,"0","Third","repeat",NA,0,0.707425,0.451819,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1361885612
"286",286,"conejo","conejo","sigh",1,"0",1,"1","Third","filler",NA,0,0.9530956,2.0000349,"type","['c', 'o', 'n', 'e', 'j', 'k', 'backspace', 'o']",0.9530956,1.1453454,1.4173622,1.5773662,1.753337,1.769383,2.7457889,2.9531305,NA,NA,NA,NA,NA,NA,NA,0,"None",1366587736
"287",287,"miel","miel","",0,"1",1,"0","Third","filler",NA,0,1.144,0.446001,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1371226072
"288",288,"camisa","camisa","",0,"1",1,"0","Third","nontarget",NA,0,1.081,0.544512,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",1375901269
"289",289,"camisa","camisa","",0,"1",1,"0","Third","switch",NA,0,0.7166722,0.7359933,"type","['c', 'a', 'm', 'i', 's', 'a']",0.7166722,0.9406744,1.0366637,1.2286321,1.2926636,1.4526655,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1380568674
"290",290,"vaca","vaca","",0,"1",1,"0","Third","nontarget",NA,0,1.0171654,0.2559749,"type","['v', 'a', 'c', 'a']",1.0171654,1.06517,1.2411474,1.2731403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1385180272
"291",291,"vaca","vaca","",0,"1",1,"0","Third","switch",NA,0,0.77963,0.489376,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1389903242
"292",292,"goma","goma","",0,"1",1,"0","Third","filler",NA,0,0.9827406,0.4639901,"type","['g', 'o', 'm', 'a']",0.9827406,1.1267306,1.3187003,1.4467307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",1394542712
"293",293,"pulpo","pulpo","",0,"1",1,"0","Third","nontarget",NA,0,1.056,0.463293,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",1399175273
"294",294,"pulpo","pulpo","",0,"1",1,"0","Third","repeat",NA,0,0.849,0.488,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1403814612
"295",295,"iglesia","iglesia","",0,"1",1,"0","Third","filler",NA,0,1.0862,0.9927211,"type","['i', 'g', 'l', 'e', 's', 'i', 'a']",1.0862,1.3598184,1.4862259,1.6141765,1.8059728,1.9669259,2.0789211,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1408502757
"296",296,"guante","guante ","",0,"0",1,"1","Third","filler",NA,0,0.942966,0.532259,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1413092811
"297",297,"pierna","pierna","",0,"1",1,"0","Third","nontarget",NA,0,0.915622,0.487915,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",141768475
"298",298,"pierna","pierna","",0,"1",1,"0","Third","switch",NA,0,1.1305629,1.3924792,"type","['p', 'i', 'e', 'r', 'n', 'a']",1.1305629,2.0429971,2.1239408,2.2829759,2.3950005,2.5230421,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1422282333
"299",299,"tenedor","tenedor","",0,"1",1,"0","Third","filler",NA,0,1.242177,0.506171,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1426824594
"300",300,"oreja","oreja","",0,"1",1,"0","Third","filler",NA,0,1.0129275,0.608333,"type","['o', 'r', 'e', 'j', 'a']",1.0129275,1.2220511,1.3968004,1.5247917,1.6212605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",1431408485
"301",301,"columna","columna","tongue",0,"1",1,"0","Third","filler",NA,0,1.192,0.596144,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",143604124
"302",302,"cartero","cartero","",0,"1",1,"0","Third","filler",NA,0,0.9890569,0.9439983,"type","['c', 'a', 'r', 't', 'e', 'r', 'o']",0.9890569,1.0690184,1.2610211,1.4530206,1.5330254,1.6930187,1.9330552,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",1440631894
"303",303,"bombero","bombero","",0,"1",1,"0","Third","nontarget",NA,0,1.0890496,1.0077792,"type","['b', 'o', 'm', 'b', 'e', 'r', 'o']",1.0890496,1.1690779,1.4090784,1.7133065,1.8412468,2.0328297,2.0968288,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",144518803
"304",304,"bombero","bombero","",0,"1",1,"0","Third","repeat",NA,0,1.2846007,1.215325,"type","['b', 'o', 'm', 'b', 'e', 'r', 'o']",1.2846007,1.4125941,1.6198235,2.1159353,2.1959658,2.3719267,2.4999257,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1449792991
"305",305,"cadena","cadena","",0,"1",1,"0","Third","filler",NA,0,1.091122,0.51032,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1454432294
