"","Trial_no","CorrectAns","SubjResponse","Notes","Backspace","Item_correct","Modality_Correct","Exclude","Experiment_part","RepSwitch","Error_Corrected","Hesitation","RT","Duration","RespModal","KeyResp_keys","key1","key2","key3","key4","key5","key6","key7","key8","key9","key10","key11","key12","key13","key14","key15","baseline","baseline_condition","micRespv1l1.started"
"306",306,"escoba","escoba","",0,"1",1,"0","Third","filler",NA,0,0.9273827,0.9766316,"type","['e', 's', 'c', 'o', 'b', 'a']",0.9273827,1.1032897,1.3111469,1.4551831,1.7280448,1.9040143,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1458981655
"307",307,"pierna","pierna","",0,"1",1,"0","Third","filler",NA,0,1.1729796,0.9762631,"type","['p', 'i', 'e', 'r', 'n', 'a']",1.1729796,1.5086381,1.6524758,1.8124835,1.9885137,2.1492427,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1471344428
"308",308,"taza","taza","",0,"1",1,"0","Third","filler",NA,0,1.081,0.412136,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1476018679
"309",309,"pavo","pavo","",0,"1",1,"0","Third","nontarget",NA,0,1.105,0.347238,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",1480706854
"310",310,"pavo","pavo","",0,"1",1,"0","Third","repeat",NA,0,0.649,0.365055,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1485318569
"311",311,"vaca","vaca","",0,"1",1,"0","Third","filler",NA,0,1.3431301,0.2871965,"type","['v', 'a', 'c', 'a']",1.3431301,1.4230928,1.5504157,1.6303266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",1490006452
"312",312,"espalda","espalda","",0,"1",1,"0","Third","nontarget",NA,0,0.749828,0.723412,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",1494583501
"313",313,"espalda","espalda","",0,"1",1,"0","Third","repeat",NA,0,0.603499,0.808463,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1499236824
"314",314,"pulpo","pulpo","",0,"1",1,"0","Third","filler",NA,0,1.2401722,0.943993,"type","['p', 'u', 'l', 'p', 'o']",1.2401722,1.4961715,1.8161786,2.0241559,2.1841652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1503869298
"315",315,"vaso","vaso","",0,"1",1,"0","Third","nontarget",NA,0,0.928,0.470558,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",1508515762
"316",316,"vaso","vaso","",0,"1",1,"0","Third","switch",NA,0,1.1429739,0.3842862,"type","['v', 'a', 's', 'o']",1.1429739,1.2230002,1.3832924,1.5272601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1513085805
"317",317,"regalo","regalo","",0,"1",1,"0","Third","filler",NA,0,1.03562,0.9918617,"type","['r', 'e', 'g', 'a', 'l', 'o']",1.03562,1.2112734,1.4995494,1.7554786,1.867486,2.0274817,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",1517689677
"318",318,"traje","treje","",0,"0",1,"1","Third","nontarget",NA,0,0.9507458,0.8155455,"type","['t', 'r', 'e', 'j', 'e']",0.9507458,1.1419158,1.3024651,1.5104031,1.7662913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",1522350888
"319",319,"traje","traje","",0,"1",1,"1","Third","switch",NA,0,0.83846,0.464258,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1526969578
"320",320,"fresa","fresa","",0,"1",1,"0","Third","nontarget",NA,0,0.719724,0.657276,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",1531539707
"321",321,"fresa","fresa","",0,"1",1,"0","Third","switch",NA,0,0.725954,0.7845006,"type","['f', 'r', 'e', 's', 'a']",0.725954,0.9179544,1.1099455,1.3344576,1.5104546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1536206846
"322",322,"bombero","bombero","",0,"1",1,"0","Third","filler",NA,0,1.086811,1.8403693,"type","['b', 'o', 'm', 'b', 'e', 'r', 'o']",1.086811,1.2788027,1.5663568,2.4625645,2.5748175,2.7668378,2.9271803,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1540838552
"323",323,"camisa","camisa","",0,"1",1,"0","Third","filler",NA,0,0.81667,0.515298,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1545513812
"324",324,"muneca","muneca","",0,"1",1,"0","Third","nontarget",NA,0,0.9566846,1.1680604,"type","['m', 'u', 'n', 'e', 'c', 'a']",0.9566846,1.1960488,1.6447593,1.7887612,2.0767302,2.124745,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1550104689
"325",325,"muneca","muneca","",0,"1",1,"0","Third","repeat",NA,0,1.1758935,1.3601495,"type","['m', 'u', 'n', 'e', 'c', 'a']",1.1758935,1.4158825,1.8158534,1.9927511,2.295802,2.536043,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1554813447
"326",326,"bano","bano","",0,"1",1,"0","Third","filler",NA,0,0.857,0.536854,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",1559432163
"327",327,"puente","puente","",0,"1",1,"0","Third","nontarget",NA,0,1.2470628,0.7844544,"type","['p', 'u', 'e', 'n', 't', 'e']",1.2470628,1.5670618,1.6950123,1.7590462,1.9993601,2.0315172,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",1564134116
"328",328,"puente","puente","",0,"1",1,"0","Third","repeat",NA,0,0.9326355,0.8318598,"type","['p', 'u', 'e', 'n', 't', 'e']",0.9326355,1.1885456,1.3645025,1.4284985,1.6845253,1.7644953,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",156870433
"329",329,"cazador","cazadoirt","",0,"0",1,"1","Third","nontarget",NA,0,1.3611672,1.359919,"type","['c', 'a', 'z', 'a', 'd', 'o', 'i', 'r', 't']",1.3611672,1.6811559,1.9051517,2.0816372,2.2730958,2.4810899,2.4970866,2.7050851,2.7210862,NA,NA,NA,NA,NA,NA,1,"repeat",1573315942
"330",330,"cazador","cazador","",0,"1",1,"1","Third","switch",NA,0,0.872,0.531537,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1.58e+16
"331",331,"pavo","pavo","",0,"1",1,"0","Third","filler",NA,0,1.3172491,0.5440687,"type","['p', 'a', 'v', 'o']",1.3172491,1.3652528,1.7172537,1.8613178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1582560306
"332",332,"falda","falda","",0,"1",1,"0","Third","nontarget",NA,0,1.0249937,0.9599963,"type","['f', 'a', 'l', 'd', 'a']",1.0249937,1.1049925,1.568983,1.7769969,1.98499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",1587108473
"333",333,"falda","falda","",0,"1",1,"0","Third","repeat",NA,0,1.0792398,1.0394335,"type","['f', 'a', 'l', 'd', 'a']",1.0792398,1.1752173,1.7192177,1.9112308,2.1186733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1591741952
"334",334,"puente","puente","",0,"1",1,"0","Third","filler",NA,0,1.600091,0.399825,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",1596422122
"335",335,"cuerda","cuerda","",0,"1",1,"0","Third","nontarget",NA,0,1.1376412,0.8476981,"type","['c', 'u', 'e', 'r', 'd', 'a']",1.1376412,1.3296248,1.4416204,1.6336211,1.7933472,1.9853393,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",1601027822
"336",336,"cuerda","cuerda","",0,"1",1,"0","Third","repeat",NA,0,0.8300908,0.8320432,"type","['c', 'u', 'e', 'r', 'd', 'a']",0.8300908,1.0382198,1.1502152,1.326212,1.4860828,1.662134,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1605591012
"337",337,"espalda","espalda","",0,"1",1,"0","Third","filler",NA,0,0.9659854,0.9595819,"type","['e', 's', 'p', 'a', 'l', 'd', 'a']",0.9659854,1.1414104,1.2850962,1.4290992,1.493096,1.7335805,1.9255673,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",161022353
"338",338,"tenedor","tenedor","",0,"1",1,"0","Third","filler",NA,0,1.329,0.435798,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1614898055
"339",339,"vaso","vaso","",0,"1",1,"0","Third","filler",NA,0,1.1839228,0.4162047,"type","['v', 'a', 's', 'o']",1.1839228,1.2479479,1.4402593,1.6001275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",1619460924
"340",340,"manzana","manzana","",0,"1",1,"0","Third","nontarget",NA,0,1.1118824,1.5039226,"type","['m', 'a', 'n', 'z', 'a', 'n', 'a']",1.1118824,1.2078486,1.3840277,2.2156312,2.4076625,2.4718132,2.615805,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",1624093322
"341",341,"manzana","manzana","",0,"1",1,"0","Third","switch",NA,0,0.894476,0.594524,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1628733015
"342",342,"traje","traje","",0,"1",1,"0","Third","filler",NA,0,1.193,0.466768,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1633372339
"343",343,"caracol","caracol","tongue",0,"1",1,"0","Third","nontarget",NA,0,1.296,0.564025,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",1637963193
"344",344,"caracol","caracol","",0,"1",1,"0","Third","switch",NA,0,0.9481254,1.1034693,"type","['c', 'a', 'r', 'a', 'c', 'o', 'l']",0.9481254,1.1880788,1.4280761,1.4761194,1.6678575,1.875631,2.0515947,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1642561203
"345",345,"fresa","fresa","",0,"1",1,"0","Third","filler",NA,0,1.126843,0.68792,"type","['f', 'r', 'e', 's', 'a']",1.126843,1.3348456,1.5108405,1.6712034,1.814763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1647166192
"346",346,"cerdo","cerdo","",0,"1",1,"0","Third","nontarget",NA,0,0.8831207,0.7837202,"type","['c', 'e', 'r', 'd', 'o']",0.8831207,1.1714571,1.3633384,1.5225172,1.6668409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",1651826116
"347",347,"cerdo","cerdo","",0,"1",1,"0","Third","switch",NA,0,0.865397,0.607936,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1656423156
"348",348,"mano","mano","",0,"1",1,"0","Third","nontarget",NA,0,0.994037,0.453963,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1660980117
"349",349,"mano","mano","",0,"1",1,"0","Third","repeat",NA,0,0.772646,0.371354,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",166560576
"350",350,"muneca","muneca","",0,"1",1,"0","Third","filler",NA,0,1.7639017,1.0722175,"type","['m', 'u', 'n', 'e', 'c', 'a']",1.7639017,1.9878875,2.3399253,2.4999161,2.7560479,2.8361192,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1670272843
"351",351,"granja","granja","",0,"1",1,"0","Third","nontarget",NA,0,1.248053,0.512957,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",1674919431
"352",352,"granja","granja","",0,"1",1,"0","Third","repeat",NA,0,0.689283,0.572786,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1679495675
"353",353,"tronco","tronco","",0,"1",1,"0","Third","filler",NA,0,1.1510677,1.072034,"type","['t', 'r', 'o', 'n', 'c', 'o']",1.1510677,1.3111178,1.6312767,1.9186987,2.1111097,2.2231017,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1684149901
"354",354,"cazador","cazador","tongue, tech sound after",0,"1",1,"0","Third","filler",NA,0,1.136,0.634718,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1688858905
"355",355,"pintor","pintor","",0,"1",1,"0","Third","nontarget",NA,0,0.944,0.4975,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",1693526
"356",356,"pintor","pintor","",0,"1",1,"0","Third","switch",NA,0,1.0430357,0.8480606,"type","['p', 'i', 'n', 't', 'o', 'r']",1.0430357,1.2673212,1.4603109,1.6670278,1.779003,1.8910963,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1698082151
"357",357,"columna","columna","",0,"1",1,"0","Third","filler",NA,0,1.239646,0.574504,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",170270775
"358",358,"oreja","oreja","",0,"1",1,"0","Third","nontarget",NA,0,0.9840606,0.656183,"type","['o', 'r', 'e', 'j', 'a']",0.9840606,1.2239894,1.4002088,1.5283255,1.6402436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1725933007
"359",359,"oreja","oreja","",0,"1",1,"0","Third","switch",NA,0,1.13468,0.501988,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1730551791
"360",360,"falda","fal ","item accuracy from the back-up file, included, NR duration",0,"0",1,"1","Third","filler",NA,0,2.865,0.145,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1735156441
"361",361,"guante","guante","tech sound beginning",0,"1",1,"0","Third","nontarget",NA,0,0.871073,0.518385,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",173973251
"362",362,"guante","guante","",0,"1",1,"0","Third","switch",NA,0,0.985968,0.7533684,"type","['g', 'u', 'a', 'n', 't', 'e']",0.985968,1.1463253,1.3383833,1.3543674,1.6583944,1.7393364,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1744282659
"363",363,"cuerda","cuerda","typed correctly, then spoke towards the end of the trial",0,"1",0,"0","Third","filler",NA,0,1.3386892,0.7844624,"type","['c', 'u', 'e', 'r', 'd', 'a']",1.3386892,1.5307205,1.6107145,1.8021514,1.9621574,2.1231516,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",1748922331
"364",364,"conejo","conejo","tech sound beginning",0,"1",1,"0","Third","nontarget",NA,0,2.0293317,0.7677487,"type","['c', 'o', 'n', 'e', 'j', 'o']",2.0293317,2.157321,2.3494592,2.3654622,2.6050083,2.7970804,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",1753575521
"365",365,"conejo","conejo","",0,"1",1,"0","Third","switch",NA,0,1.4,0.463698,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1758256736
"366",366,"manzana","manzana","",0,"1",1,"0","Third","filler",NA,0,0.9833842,0.9281113,"type","['m', 'a', 'n', 'z', 'a', 'n', 'a']",0.9833842,1.0313802,1.2233853,1.5596056,1.7355558,1.7836137,1.9114955,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1762861474
"367",367,"cartero","cartero","tongue",0,"1",1,"0","Third","nontarget",NA,0,1.105,0.513019,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",1767591612
"368",368,"cartero","cartero","",0,"1",1,"0","Third","repeat",NA,0,0.864,0.526088,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1.77e+16
"369",369,"caracol","caracol","",0,"1",1,"0","Third","filler",NA,0,1.748636,0.532724,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",177703693
"370",370,"cerdo","cerdo","",0,"1",1,"0","Third","filler",NA,0,0.8294546,0.7199597,"type","['c', 'e', 'r', 'd', 'o']",0.8294546,1.0374504,1.2296545,1.4056467,1.5494143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",1781815302
"371",371,"miel","miel","",0,"1",1,"0","Third","nontarget",NA,0,1.312,0.429354,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",178637737
"372",372,"miel","miel","",0,"1",1,"0","Third","repeat",NA,0,1.17576,0.43224,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1791017963
"373",373,"iglesia","iglesia","",0,"1",1,"0","Third","nontarget",NA,0,1.002346,0.678654,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",1795720085
"374",374,"iglesia","iglesia","",0,"1",1,"0","Third","switch",NA,0,0.9892952,0.9280303,"type","['i', 'g', 'l', 'e', 's', 'i', 'a']",0.9892952,1.2452621,1.373227,1.5180406,1.6930973,1.7893919,1.9173255,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1800359384
"375",375,"granja","granja","",0,"1",1,"0","Third","filler",NA,0,1.305812,0.515767,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1804943314
"376",376,"mano","mano","",0,"1",1,"0","Third","filler",NA,0,1.2087798,0.4478187,"type","['m', 'a', 'n', 'o']",1.2087798,1.2887896,1.4325976,1.6565985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1809596433
"377",377,"goma","gomna","",0,"0",1,"1","Third","nontarget",NA,0,0.9604172,0.3998184,"type","['g', 'o', 'm', 'n', 'a']",0.9604172,1.0724262,1.2644066,1.280411,1.3602356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1814180629
"378",378,"goma","goma","",0,"1",1,"1","Third","repeat",NA,0,1.0136706,0.8799763,"type","['g', 'o', 'm', 'a']",1.0136706,1.1896716,1.4136737,1.8936469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1818799362
"379",379,"pintor","pintor","",0,"1",1,"0","Third","filler",NA,0,0.904,0.464016,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1823473706
"380",380,"aguja","aguja","",0,"1",1,"0","Third","nontarget",NA,0,1.233549,1.1207303,"type","['a', 'g', 'u', 'j', 'a']",1.233549,1.601556,2.0015136,2.2100258,2.3542793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",1828099012
"381",381,"aguja","aguja","",0,"1",1,"0","Third","repeat",NA,0,0.8770213,1.0086218,"type","['a', 'g', 'u', 'j', 'a']",0.8770213,1.3410462,1.5816638,1.7736406,1.8856431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1832759511
"382",382,"guante","guna","",1,"0",1,"1","Third","filler",NA,0,1.0955874,1.7277712,"type","['g', 'u', 'n', 'a', 't', 'e', 'backspace', 'backspace', 'backspace', 'a']",1.0955874,1.271577,1.4475741,1.4635796,1.751559,1.7835573,2.2795632,2.4235627,2.6799026,2.8233586,NA,NA,NA,NA,NA,1,"repeat",1837357318
"383",383,"espejo","espejo","",0,"1",1,"0","Third","filler",NA,0,0.792243,0.617395,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1841989823
"384",384,"goma","goma","",0,"1",1,"0","Third","filler",NA,0,1.829218,0.443729,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",1846678124
"385",385,"regalo","regalo","",0,"1",1,"0","Third","nontarget",NA,0,1.052627,0.8961178,"type","['r', 'e', 'g', 'a', 'l', 'o']",1.052627,1.2123981,1.4363994,1.5803969,1.7567821,1.9487448,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",185135221
"386",386,"regalo","regalo","",0,"1",1,"0","Third","repeat",NA,0,0.9347809,0.9125165,"type","['r', 'e', 'g', 'a', 'l', 'o']",0.9347809,1.0947744,1.3672271,1.5272144,1.6713054,1.8472974,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1855997706
"387",387,"pierna","pierna","",0,"1",1,"0","Third","nontarget",NA,0,0.9884271,0.8319223,"type","['p', 'i', 'e', 'r', 'n', 'a']",0.9884271,1.2447924,1.3718732,1.5643468,1.7403464,1.8203494,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",1860728542
"388",388,"pierna","pierna","",0,"1",1,"0","Third","switch",NA,0,1.056925,0.555436,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1865354408
"389",389,"conejo","coneko","",0,"0",1,"1","Third","filler",NA,0,1.1699887,1.1205987,"type","['c', 'o', 'n', 'e', 'k', 'o']",1.1699887,1.3459827,1.5862291,1.9385891,2.0826574,2.2905874,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1869986555
"390",390,"camisa","camisa","",0,"1",1,"0","Third","nontarget",NA,0,1.072,0.489403,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",1874597364
"391",391,"camisa","camisa","/ts/ sound before word production",0,"1",1,"0","Third","repeat",NA,0,0.745,0.544,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1879341916
"392",392,"vaca","vaca","",0,"1",1,"0","Third","nontarget",NA,0,0.960708,0.456292,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1883932822
"393",393,"vaca","vaca","",0,"1",1,"0","Third","switch",NA,0,1.2261403,0.2559911,"type","['v', 'a', 'c', 'a']",1.2261403,1.2901316,1.4181285,1.4821314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1888634856
"394",394,"cartero","cartero","",0,"1",1,"0","Third","filler",NA,0,1.112,0.520632,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1893288184
"395",395,"taza","taza","",0,"1",1,"0","Third","nontarget",NA,0,1.5794895,0.5767034,"type","['t', 'a', 'z', 'a']",1.5794895,1.6605802,2.0276025,2.1561929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",1897865211
"396",396,"taza","taza","",0,"1",1,"0","Third","switch",NA,0,0.904,0.376,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",190242826
"397",397,"cadena","cadena","",0,"1",1,"0","Third","filler",NA,0,1.1008347,0.6237969,"type","['c', 'a', 'd', 'e', 'n', 'a']",1.1008347,1.1968292,1.4366404,1.5646455,1.6606316,1.7246316,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1906984416
"398",398,"miel","miel","",0,"1",1,"0","Third","filler",NA,0,1.057,0.386839,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1911582306
"399",399,"bombero","bombero","",0,"1",1,"0","Third","nontarget",NA,0,0.944818,0.654802,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",191627712
"400",400,"bombero","bombero","tongue",0,"1",1,"0","Third","repeat",NA,0,0.82427,0.573271,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1920889334
"401",401,"iglesia","iglesia","",0,"1",1,"0","Third","filler",NA,0,1.1210494,1.4869971,"type","['i', 'g', 'l', 'e', 's', 'i', 'a']",1.1210494,1.5849518,1.7610196,2.2084018,2.4000489,2.4640501,2.6080465,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch",1925556353
"402",402,"oreja","oreja","tongue",0,"1",1,"0","Third","filler",NA,0,0.816,0.56,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1930216727
"403",403,"pulpo","pulpo","breath before, tech sound after",0,"1",1,"0","Third","nontarget",NA,0,1.312,0.56,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",1934835268
"404",404,"pulpo","pulpo","",0,"1",1,"0","Third","switch",NA,0,1.1386393,1.0239575,"type","['p', 'u', 'l', 'p', 'o']",1.1386393,1.4105959,1.8106101,2.0025973,2.1625968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1939426299
"405",405,"escoba","escoba","breath before",0,"1",1,"0","Third","filler",NA,0,1.545994,0.527173,"speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1944051815
"406",406,"aguja","aguja","",0,"1",1,"0","Third","filler",NA,0,1.3529244,0.8159966,"type","['a', 'g', 'u', 'j', 'a']",1.3529244,1.7209174,1.9129169,2.0889168,2.168921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1948684311
"407",407,"bano","bano","",0,"1",1,"0","Third","nontarget",NA,0,0.99836,0.7686292,"type","['b', 'a', 'n', 'o']",0.99836,1.0783953,1.4793063,1.7669892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat",1953309968
"408",408,"bano","bano","",0,"1",1,"0","Third","repeat",NA,0,1.214059,0.6708103,"type","['b', 'a', 'n', 'o']",1.214059,1.26098,1.6449682,1.8848693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None",1957880088
